id,sex,age,city,education_level,university,main_in_life,main_in_people,smoking,alcohol,political
719669094,м,32,Казань,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
9215390454,ж,44,Екатеринбург,высшее,УрФУ,власть,влияние,положительное,положительное,радикальные
2592301359,ж,55,Уфа,высшее,ИТМО,власть,влияние,положительное,положительное,радикальные
1186789710,ж,52,Москва,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
8117064954,ж,64,Казань,высшее,ИТМО,деньги,статус,положительное,положительное,экстремистские
2453547539,ж,33,Казань,высшее,УрФУ,карьера,деньги,положительное,положительное,экстремистские
902721568,ж,34,СПб,высшее,МГУ,власть,влияние,положительное,положительное,радикальные
1601266929,ж,55,Уфа,высшее,ИТМО,деньги,деньги,положительное,положительное,экстремистские
2721828386,ж,20,СПб,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
6017859495,м,57,Уфа,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
4413440212,м,48,Уфа,высшее,УрФУ,деньги,статус,положительное,положительное,радикальные
3586202771,ж,31,Казань,высшее,УрФУ,власть,деньги,положительное,положительное,экстремистские
9540138924,м,18,Казань,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
2901910391,ж,30,Екатеринбург,высшее,ИТМО,деньги,статус,положительное,положительное,радикальные
2497504478,м,60,Уфа,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
6143391009,м,33,Казань,высшее,МГУ,власть,деньги,положительное,положительное,радикальные
4379759076,ж,49,Уфа,высшее,МГУ,власть,влияние,положительное,положительное,экстремистские
5652243575,ж,23,Екатеринбург,высшее,МГУ,власть,статус,положительное,положительное,экстремистские
8875977817,м,28,Москва,высшее,МГУ,власть,влияние,положительное,положительное,радикальные
967039262,м,64,Москва,высшее,УрФУ,власть,статус,положительное,положительное,радикальные
2259235174,ж,31,Уфа,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
1715696863,м,61,Екатеринбург,высшее,СПбГУ,карьера,статус,положительное,положительное,радикальные
8917792451,м,31,Казань,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
2065638268,ж,18,СПб,высшее,ИТМО,деньги,статус,положительное,положительное,радикальные
1800298331,м,21,СПб,высшее,ИТМО,власть,деньги,положительное,положительное,экстремистские
9656344983,ж,55,Казань,высшее,МГУ,власть,статус,положительное,положительное,экстремистские
1411323988,м,19,Уфа,высшее,ИТМО,карьера,деньги,положительное,положительное,радикальные
3948049251,ж,63,Казань,высшее,СПбГУ,власть,статус,положительное,положительное,радикальные
3036242672,ж,42,Уфа,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
6888107771,ж,43,Екатеринбург,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
8448119969,м,64,СПб,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
6440758218,м,63,Казань,высшее,МГУ,власть,статус,положительное,положительное,экстремистские
8406549159,ж,18,СПб,высшее,УрФУ,деньги,деньги,положительное,положительное,радикальные
3141622997,ж,64,Москва,высшее,ИТМО,карьера,деньги,положительное,положительное,радикальные
4780462271,ж,24,Уфа,высшее,ИТМО,карьера,деньги,положительное,положительное,радикальные
6504560660,м,38,СПб,высшее,УрФУ,карьера,деньги,положительное,положительное,экстремистские
7374939770,ж,38,СПб,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
4485035658,ж,20,СПб,высшее,СПбГУ,деньги,статус,положительное,положительное,радикальные
3824823239,м,62,Казань,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
2356602963,м,50,СПб,высшее,МГУ,деньги,статус,положительное,положительное,радикальные
744772103,ж,55,СПб,высшее,УрФУ,деньги,влияние,положительное,положительное,экстремистские
1459701990,ж,35,СПб,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
8137646159,м,65,Москва,высшее,МГУ,карьера,влияние,положительное,положительное,радикальные
2945312375,м,40,Москва,высшее,СПбГУ,власть,статус,положительное,положительное,экстремистские
8307157085,ж,40,Уфа,высшее,МГУ,карьера,статус,положительное,положительное,радикальные
6947673936,м,53,Уфа,высшее,МГУ,власть,влияние,положительное,положительное,экстремистские
1865766704,м,32,Екатеринбург,высшее,УрФУ,деньги,деньги,положительное,положительное,экстремистские
6962252896,ж,54,СПб,высшее,МГУ,карьера,влияние,положительное,положительное,радикальные
3590007108,м,36,Екатеринбург,высшее,МГУ,власть,статус,положительное,положительное,радикальные
7425425795,ж,63,Москва,высшее,УрФУ,власть,статус,положительное,положительное,радикальные
3863760119,ж,62,Екатеринбург,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
9583045813,м,32,Уфа,высшее,УрФУ,деньги,деньги,положительное,положительное,экстремистские
5232613277,ж,33,СПб,высшее,МГУ,власть,деньги,положительное,положительное,экстремистские
8671733193,ж,33,Казань,высшее,МГУ,карьера,статус,положительное,положительное,радикальные
5231886058,м,35,Казань,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
5788466056,м,25,СПб,высшее,УрФУ,деньги,влияние,положительное,положительное,радикальные
6122799954,ж,44,Екатеринбург,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
1213762166,ж,51,Казань,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
7770939287,м,45,Екатеринбург,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
3745479976,ж,54,СПб,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
8332875595,м,58,Екатеринбург,высшее,УрФУ,власть,влияние,положительное,положительное,радикальные
1382081760,ж,20,СПб,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
9659273949,ж,53,Екатеринбург,высшее,ИТМО,карьера,деньги,положительное,положительное,радикальные
6989392903,м,33,Казань,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
9982962428,м,50,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
9821493657,м,41,Екатеринбург,высшее,СПбГУ,карьера,деньги,положительное,положительное,радикальные
1098821332,м,65,Москва,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
3406219291,м,22,Уфа,высшее,ИТМО,власть,влияние,положительное,положительное,радикальные
4546917008,м,52,Екатеринбург,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
9335860329,ж,39,Казань,высшее,МГУ,власть,статус,положительное,положительное,радикальные
9042913117,ж,27,Уфа,высшее,МГУ,карьера,влияние,положительное,положительное,радикальные
3264294666,м,65,Москва,высшее,СПбГУ,власть,влияние,положительное,положительное,экстремистские
7200808762,ж,46,Уфа,высшее,ИТМО,деньги,деньги,положительное,положительное,экстремистские
2297447294,ж,39,Казань,высшее,СПбГУ,власть,деньги,положительное,положительное,радикальные
9423140451,ж,63,Уфа,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
5638451555,м,20,Казань,высшее,МГУ,власть,статус,положительное,положительное,радикальные
3942486871,м,51,СПб,высшее,УрФУ,карьера,статус,положительное,положительное,экстремистские
314171569,ж,44,Уфа,высшее,ИТМО,карьера,статус,положительное,положительное,экстремистские
2202928575,ж,19,СПб,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
2812414057,м,42,СПб,высшее,СПбГУ,власть,статус,положительное,положительное,радикальные
3717213065,м,38,Казань,высшее,УрФУ,власть,деньги,положительное,положительное,экстремистские
4372141399,ж,27,Казань,высшее,МГУ,власть,влияние,положительное,положительное,экстремистские
408426428,м,42,Казань,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
3015113048,м,47,Казань,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
6408279049,ж,52,Казань,высшее,МГУ,деньги,деньги,положительное,положительное,экстремистские
9503839395,ж,43,Екатеринбург,высшее,СПбГУ,власть,деньги,положительное,положительное,экстремистские
1879101356,ж,21,Казань,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
517943857,м,19,Уфа,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
7997582097,ж,55,Казань,высшее,СПбГУ,власть,деньги,положительное,положительное,радикальные
1888720890,ж,48,Уфа,высшее,ИТМО,власть,деньги,положительное,положительное,экстремистские
5296359438,м,48,Уфа,высшее,УрФУ,власть,влияние,положительное,положительное,радикальные
8077137346,м,22,СПб,высшее,МГУ,деньги,статус,положительное,положительное,экстремистские
4960661097,ж,34,Уфа,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
3007689478,м,48,Москва,высшее,ИТМО,деньги,деньги,положительное,положительное,радикальные
7660985841,ж,47,Екатеринбург,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
1876332417,ж,39,Уфа,высшее,МГУ,деньги,деньги,положительное,положительное,радикальные
9543827156,ж,45,Екатеринбург,высшее,СПбГУ,деньги,деньги,положительное,положительное,радикальные
6683635285,м,54,Москва,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
4767654073,м,37,СПб,высшее,УрФУ,карьера,деньги,положительное,положительное,радикальные
4587090900,м,56,Уфа,высшее,ИТМО,карьера,деньги,положительное,положительное,радикальные
8518987480,м,54,Казань,высшее,ИТМО,карьера,статус,положительное,положительное,экстремистские
1572199122,ж,18,СПб,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
420705857,м,25,Уфа,высшее,ИТМО,карьера,деньги,положительное,положительное,радикальные
1497819496,ж,29,Екатеринбург,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
9137929842,ж,65,Казань,высшее,МГУ,карьера,влияние,положительное,положительное,радикальные
9182853090,ж,35,Казань,высшее,УрФУ,власть,деньги,положительное,положительное,радикальные
3512710649,ж,57,Уфа,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
2714307028,м,53,Уфа,высшее,УрФУ,деньги,деньги,положительное,положительное,экстремистские
4335523394,ж,31,Москва,высшее,СПбГУ,карьера,статус,положительное,положительное,экстремистские
5308614082,ж,54,Москва,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
5735761768,м,44,Екатеринбург,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
6342036063,м,40,Уфа,высшее,УрФУ,карьера,деньги,положительное,положительное,экстремистские
6919929708,ж,35,СПб,высшее,УрФУ,деньги,деньги,положительное,положительное,радикальные
3985983734,ж,33,Уфа,высшее,МГУ,деньги,деньги,положительное,положительное,радикальные
6890461904,м,42,Москва,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
1399416543,м,59,СПб,высшее,УрФУ,власть,деньги,положительное,положительное,экстремистские
7241653663,ж,23,Москва,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
7161430349,м,63,Казань,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
3688247387,м,44,СПб,высшее,МГУ,власть,влияние,положительное,положительное,экстремистские
4298309436,ж,62,СПб,высшее,ИТМО,власть,деньги,положительное,положительное,радикальные
9082333511,ж,31,Уфа,высшее,СПбГУ,власть,деньги,положительное,положительное,радикальные
5263118752,ж,64,Казань,высшее,УрФУ,карьера,влияние,положительное,положительное,радикальные
428466814,ж,58,Уфа,высшее,МГУ,власть,деньги,положительное,положительное,экстремистские
2403681528,м,24,Казань,высшее,СПбГУ,карьера,статус,положительное,положительное,экстремистские
8751216557,м,37,Казань,высшее,МГУ,деньги,статус,положительное,положительное,радикальные
2462191651,м,24,Уфа,высшее,ИТМО,власть,статус,положительное,положительное,экстремистские
9672245955,ж,63,Уфа,высшее,УрФУ,карьера,деньги,положительное,положительное,радикальные
7745755377,м,45,Екатеринбург,высшее,УрФУ,власть,влияние,положительное,положительное,радикальные
6829015148,ж,23,Уфа,высшее,МГУ,власть,деньги,положительное,положительное,экстремистские
8243329289,м,63,СПб,высшее,СПбГУ,карьера,деньги,положительное,положительное,радикальные
7083088092,ж,36,СПб,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
466972513,м,34,Екатеринбург,высшее,СПбГУ,деньги,деньги,положительное,положительное,радикальные
2153231077,м,45,Казань,высшее,ИТМО,власть,деньги,положительное,положительное,экстремистские
2964301640,ж,27,СПб,высшее,ИТМО,власть,деньги,положительное,положительное,экстремистские
5179308289,ж,32,Екатеринбург,высшее,УрФУ,власть,статус,положительное,положительное,экстремистские
205538559,м,42,Казань,высшее,ИТМО,власть,влияние,положительное,положительное,радикальные
5020831770,ж,44,Екатеринбург,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
7313053873,ж,42,Казань,высшее,СПбГУ,власть,статус,положительное,положительное,радикальные
7771692204,ж,19,Казань,высшее,СПбГУ,карьера,влияние,положительное,положительное,радикальные
2805681002,м,49,Москва,высшее,ИТМО,карьера,влияние,положительное,положительное,экстремистские
4310713139,м,53,Казань,высшее,УрФУ,деньги,статус,положительное,положительное,радикальные
9273834891,м,46,Казань,высшее,СПбГУ,власть,влияние,положительное,положительное,радикальные
2326540448,ж,43,Москва,высшее,ИТМО,карьера,влияние,положительное,положительное,экстремистские
1731860786,ж,47,Казань,высшее,ИТМО,деньги,статус,положительное,положительное,радикальные
2201526218,м,37,СПб,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
3806348138,м,42,Москва,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
7431498184,ж,65,Казань,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
854322240,м,27,Екатеринбург,высшее,УрФУ,карьера,статус,положительное,положительное,экстремистские
6977650073,ж,44,Екатеринбург,высшее,ИТМО,деньги,статус,положительное,положительное,экстремистские
5510540001,ж,20,СПб,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
394496470,ж,30,Казань,высшее,СПбГУ,карьера,деньги,положительное,положительное,радикальные
6045956217,ж,55,Уфа,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
5510009881,м,52,Екатеринбург,высшее,ИТМО,карьера,статус,положительное,положительное,экстремистские
6581924673,м,36,Уфа,высшее,ИТМО,карьера,деньги,положительное,положительное,экстремистские
4212083225,ж,34,Казань,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
1038952076,ж,61,СПб,высшее,СПбГУ,деньги,статус,положительное,положительное,экстремистские
6739933782,ж,58,СПб,высшее,СПбГУ,власть,статус,положительное,положительное,экстремистские
5892623845,м,51,СПб,высшее,ИТМО,власть,влияние,положительное,положительное,радикальные
8666824539,м,36,Уфа,высшее,ИТМО,деньги,влияние,положительное,положительное,экстремистские
8945850107,м,64,СПб,высшее,МГУ,деньги,статус,положительное,положительное,радикальные
3212281234,ж,25,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
9287174331,м,65,СПб,высшее,ИТМО,карьера,влияние,положительное,положительное,экстремистские
7360367099,м,55,Казань,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
2293834851,м,53,Москва,высшее,МГУ,власть,статус,положительное,положительное,радикальные
5969605481,м,33,Казань,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
4575823384,м,32,Уфа,высшее,ИТМО,карьера,влияние,положительное,положительное,экстремистские
3004228256,м,38,СПб,высшее,ИТМО,карьера,деньги,положительное,положительное,экстремистские
9626394805,ж,64,Уфа,высшее,МГУ,власть,статус,положительное,положительное,радикальные
8979699033,м,20,Уфа,высшее,УрФУ,деньги,влияние,положительное,положительное,экстремистские
5247870305,м,49,Екатеринбург,высшее,МГУ,деньги,влияние,положительное,положительное,экстремистские
5211145875,ж,21,Москва,высшее,УрФУ,деньги,статус,положительное,положительное,радикальные
8704834269,ж,26,Екатеринбург,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
7457931144,м,46,Москва,высшее,ИТМО,деньги,статус,положительное,положительное,экстремистские
1408886084,м,56,Екатеринбург,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
6108022028,м,46,Москва,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
6410068807,ж,27,Москва,высшее,УрФУ,власть,деньги,положительное,положительное,радикальные
8877689569,ж,28,Уфа,высшее,УрФУ,власть,статус,положительное,положительное,экстремистские
7193341290,м,59,Москва,высшее,МГУ,власть,статус,положительное,положительное,радикальные
590668951,м,48,Казань,высшее,УрФУ,карьера,влияние,положительное,положительное,экстремистские
3962247777,ж,61,Уфа,высшее,МГУ,карьера,деньги,положительное,положительное,радикальные
5196129739,ж,34,Уфа,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
2475335343,ж,55,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
8367393223,м,49,СПб,высшее,ИТМО,власть,статус,положительное,положительное,экстремистские
9034467351,м,39,Екатеринбург,высшее,МГУ,власть,деньги,положительное,положительное,радикальные
9961321514,м,48,Казань,высшее,СПбГУ,деньги,деньги,положительное,положительное,радикальные
3602534525,ж,38,СПб,высшее,УрФУ,деньги,деньги,положительное,положительное,радикальные
9630575681,м,54,Казань,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
202039604,ж,39,Казань,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
1937588844,м,51,Уфа,высшее,МГУ,деньги,деньги,положительное,положительное,экстремистские
1066158029,ж,24,Казань,высшее,МГУ,деньги,деньги,положительное,положительное,экстремистские
3478967861,ж,22,Москва,высшее,СПбГУ,деньги,статус,положительное,положительное,радикальные
2206779021,ж,18,Казань,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
4842396858,м,28,Уфа,высшее,СПбГУ,деньги,влияние,положительное,положительное,экстремистские
6336092447,ж,51,Москва,высшее,СПбГУ,карьера,статус,положительное,положительное,экстремистские
8584228140,м,54,СПб,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
2715003602,м,48,СПб,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
8649585247,м,38,Уфа,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
6077355698,ж,36,СПб,высшее,УрФУ,карьера,деньги,положительное,положительное,радикальные
4877690094,м,55,Уфа,высшее,УрФУ,власть,деньги,положительное,положительное,радикальные
226688735,м,49,Екатеринбург,высшее,УрФУ,деньги,влияние,положительное,положительное,радикальные
7225229693,ж,54,Казань,высшее,СПбГУ,деньги,статус,положительное,положительное,радикальные
8091070729,ж,31,Казань,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
7807537908,ж,43,Уфа,высшее,МГУ,деньги,деньги,положительное,положительное,радикальные
9063977731,ж,45,Москва,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
247037550,м,26,СПб,высшее,СПбГУ,деньги,деньги,положительное,положительное,экстремистские
8347859859,м,65,Казань,высшее,МГУ,власть,статус,положительное,положительное,радикальные
6518021280,м,64,Казань,высшее,УрФУ,деньги,деньги,положительное,положительное,экстремистские
3249862898,м,49,Уфа,высшее,МГУ,карьера,влияние,положительное,положительное,радикальные
9261404318,ж,28,Уфа,высшее,СПбГУ,власть,статус,положительное,положительное,экстремистские
1997486789,м,23,Москва,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
181391146,ж,36,Москва,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
5808611308,ж,55,Москва,высшее,СПбГУ,власть,статус,положительное,положительное,экстремистские
1387497463,м,23,Екатеринбург,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
182623235,ж,44,Уфа,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
6138629122,м,60,СПб,высшее,СПбГУ,карьера,деньги,положительное,положительное,радикальные
9957103872,м,44,СПб,высшее,МГУ,деньги,влияние,положительное,положительное,экстремистские
1363190777,м,29,Уфа,высшее,УрФУ,деньги,деньги,положительное,положительное,экстремистские
2952841122,м,40,Москва,высшее,МГУ,карьера,статус,положительное,положительное,радикальные
934905425,м,51,СПб,высшее,УрФУ,карьера,статус,положительное,положительное,экстремистские
7807800174,м,30,СПб,высшее,МГУ,власть,статус,положительное,положительное,экстремистские
842784862,м,58,Москва,высшее,МГУ,карьера,влияние,положительное,положительное,экстремистские
6756635187,ж,28,Екатеринбург,высшее,УрФУ,карьера,деньги,положительное,положительное,радикальные
1022779964,ж,27,Уфа,высшее,УрФУ,деньги,влияние,положительное,положительное,экстремистские
397833254,м,24,СПб,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
2721640115,м,61,Уфа,высшее,УрФУ,карьера,статус,положительное,положительное,экстремистские
1542819932,ж,60,СПб,высшее,УрФУ,власть,деньги,положительное,положительное,экстремистские
499810651,м,55,Москва,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
3114224172,м,27,Москва,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
7128211841,ж,37,Екатеринбург,высшее,МГУ,карьера,влияние,положительное,положительное,радикальные
7055388931,ж,57,Уфа,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
5177814128,м,56,Екатеринбург,высшее,СПбГУ,карьера,статус,положительное,положительное,экстремистские
7831803996,ж,25,Казань,высшее,ИТМО,карьера,деньги,положительное,положительное,радикальные
4037859317,м,20,Уфа,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
7245040779,м,45,Москва,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
3423443946,м,32,СПб,высшее,МГУ,власть,деньги,положительное,положительное,экстремистские
6198769397,м,30,Москва,высшее,МГУ,деньги,влияние,положительное,положительное,радикальные
7940657621,ж,18,Уфа,высшее,СПбГУ,деньги,влияние,положительное,положительное,экстремистские
9687508640,ж,21,Казань,высшее,МГУ,карьера,деньги,положительное,положительное,экстремистские
8671239288,м,35,Казань,высшее,МГУ,карьера,влияние,положительное,положительное,радикальные
1967748155,м,25,СПб,высшее,МГУ,деньги,деньги,положительное,положительное,экстремистские
9624945013,м,61,Москва,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
9816806277,м,50,Екатеринбург,высшее,УрФУ,деньги,статус,положительное,положительное,радикальные
388438769,ж,29,Казань,высшее,МГУ,власть,влияние,положительное,положительное,радикальные
9374008568,м,18,СПб,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
6080476456,ж,65,Москва,высшее,ИТМО,власть,статус,положительное,положительное,радикальные
7065590041,м,65,Уфа,высшее,ИТМО,карьера,влияние,положительное,положительное,радикальные
7358999539,ж,34,Екатеринбург,высшее,ИТМО,власть,влияние,положительное,положительное,экстремистские
3381574190,м,52,СПб,высшее,СПбГУ,власть,влияние,положительное,положительное,экстремистские
6528655710,ж,45,Москва,высшее,МГУ,власть,деньги,положительное,положительное,радикальные
6296161998,м,62,СПб,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
5858097151,ж,48,Москва,высшее,ИТМО,деньги,влияние,положительное,положительное,экстремистские
4253388096,ж,50,Екатеринбург,высшее,СПбГУ,власть,статус,положительное,положительное,радикальные
5873957749,ж,47,Казань,высшее,УрФУ,деньги,деньги,положительное,положительное,радикальные
4060207013,м,53,СПб,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
5834180484,ж,19,Уфа,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
2447988485,м,61,Казань,высшее,МГУ,деньги,влияние,положительное,положительное,радикальные
9944066781,ж,49,Екатеринбург,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
6524771148,м,56,Екатеринбург,высшее,СПбГУ,карьера,деньги,положительное,положительное,радикальные
1372956720,м,44,СПб,высшее,ИТМО,карьера,статус,положительное,положительное,экстремистские
1078214108,ж,31,Москва,высшее,СПбГУ,карьера,деньги,положительное,положительное,радикальные
9322334475,м,32,Казань,высшее,ИТМО,деньги,влияние,положительное,положительное,радикальные
3355183555,ж,36,Уфа,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
4354902335,м,29,Уфа,высшее,ИТМО,власть,статус,положительное,положительное,экстремистские
8178561251,м,59,Казань,высшее,МГУ,деньги,влияние,положительное,положительное,экстремистские
1761162226,ж,33,Москва,высшее,СПбГУ,деньги,влияние,положительное,положительное,экстремистские
9382583553,ж,18,Уфа,высшее,ИТМО,деньги,статус,положительное,положительное,экстремистские
5159879749,ж,53,Уфа,высшее,СПбГУ,деньги,влияние,положительное,положительное,радикальные
1539947714,м,56,Уфа,высшее,УрФУ,карьера,статус,положительное,положительное,радикальные
9411063227,м,18,Москва,высшее,ИТМО,карьера,влияние,положительное,положительное,радикальные
565636327,м,29,Москва,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
9130688064,ж,60,Екатеринбург,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
7105706346,ж,26,СПб,высшее,УрФУ,власть,влияние,положительное,положительное,экстремистские
528922497,м,19,Казань,высшее,УрФУ,власть,статус,положительное,положительное,радикальные
4763656684,м,26,Казань,высшее,ИТМО,карьера,статус,положительное,положительное,радикальные
7261580888,м,20,Уфа,высшее,УрФУ,деньги,деньги,положительное,положительное,экстремистские
485112451,м,22,СПб,высшее,УрФУ,деньги,статус,положительное,положительное,радикальные
3591750372,м,65,СПб,высшее,СПбГУ,карьера,влияние,положительное,положительное,экстремистские
5836307390,ж,59,СПб,высшее,УрФУ,власть,деньги,положительное,положительное,экстремистские
6264845925,ж,36,Екатеринбург,высшее,СПбГУ,карьера,деньги,положительное,положительное,экстремистские
7920110025,ж,57,Казань,высшее,ИТМО,деньги,статус,положительное,положительное,радикальные
9167286382,м,40,Екатеринбург,высшее,УрФУ,карьера,деньги,положительное,положительное,экстремистские
898569547,м,60,Уфа,высшее,УрФУ,деньги,статус,положительное,положительное,экстремистские
4496389258,ж,24,СПб,высшее,МГУ,деньги,влияние,положительное,положительное,экстремистские
3949750350,ж,37,Екатеринбург,высшее,ИТМО,власть,статус,положительное,положительное,экстремистские
